"EVENT_TYPE","MONTH_NAME","BEGIN_LAT","BEGIN_LON","END_LAT","END_LON"
"Thunderstorm Wind","March",29.67,-95.05,29.67,-95.05
"Hail","March",31.32,-95.46,31.32,-95.46
"Hail","March",31.33,-95.31,31.33,-95.31
"High Wind","March",NA,NA,NA,NA
"Hail","March",29.75,-98.37,29.75,-98.37
"Drought","March",NA,NA,NA,NA
"Hail","March",33,-97.26,33,-97.26
"Thunderstorm Wind","March",33.47,-96.92,33.47,-96.92
"Thunderstorm Wind","March",32.7428,-98.0096,32.7428,-98.0096
"Thunderstorm Wind","March",32.76,-97.8,32.76,-97.8
"Thunderstorm Wind","March",33.08,-97.43,33.08,-97.43
"Thunderstorm Wind","March",33.0279,-96.7935,33.0279,-96.7935
"Drought","March",NA,NA,NA,NA
"Drought","March",NA,NA,NA,NA
"Drought","March",NA,NA,NA,NA
"Drought","March",NA,NA,NA,NA
"Drought","March",NA,NA,NA,NA
"High Wind","March",NA,NA,NA,NA
"Drought","March",NA,NA,NA,NA
"Thunderstorm Wind","March",32.72,-97.55,32.72,-97.55
"Thunderstorm Wind","March",32.77,-97.44,32.77,-97.44
"Thunderstorm Wind","March",32.82,-97.36,32.82,-97.36
"Thunderstorm Wind","March",32.8348,-97.2985,32.8348,-97.2985
"Thunderstorm Wind","March",32.9,-97.04,32.9,-97.04
"Thunderstorm Wind","March",33.14,-96.1,33.14,-96.1
"Drought","March",NA,NA,NA,NA
"Hail","March",32.6,-100.05,32.6,-100.05
"Hail","March",33.05,-99.1,33.05,-99.1
"Hail","March",32.86,-100.46,32.86,-100.46
"Hail","March",32.72,-99.3,32.72,-99.3
"Drought","March",NA,NA,NA,NA
"Hail","March",31.82,-100.29,31.82,-100.29
"Hail","March",31.75,-100.04,31.75,-100.04
"Hail","March",31.75,-100.29,31.75,-100.29
"High Wind","March",NA,NA,NA,NA
"Drought","March",NA,NA,NA,NA
"Thunderstorm Wind","March",30.7583,-96.9883,30.7583,-96.9883
"Thunderstorm Wind","March",31.28,-95.91,31.28,-95.91
"Thunderstorm Wind","March",31.1229,-97.7319,31.1229,-97.7319
"Thunderstorm Wind","March",32.72,-97.67,32.72,-97.67
"Thunderstorm Wind","March",32.85,-96.85,32.85,-96.85
"Hail","March",31.79,-99.66,31.79,-99.66
"Hail","March",31.83,-99.71,31.83,-99.71
"Hail","March",31.76,-99.93,31.76,-99.93
"Hail","March",31.98,-98.86,31.98,-98.86
"Hail","March",31.3602,-100.618,31.3602,-100.618
"Hail","March",28.4477,-99.25,28.4343,-99.2227
"High Wind","March",NA,NA,NA,NA
"Hail","May",33.08,-99.25,33.08,-99.25
"Hail","May",32.05,-100.11,32.05,-100.11
"Hail","May",31.42,-100.51,31.42,-100.51
"Hail","May",31.42,-100.51,31.42,-100.51
"Thunderstorm Wind","May",31.41,-99.65,31.41,-99.65
"High Wind","March",NA,NA,NA,NA
"Hail","April",32.17,-96,32.17,-96
"Hail","May",31.36,-103.44,31.36,-103.44
"Thunderstorm Wind","May",32.95,-102.55,32.95,-102.55
"High Wind","May",NA,NA,NA,NA
"Hail","May",32.02,-102.17,32.02,-102.17
"Hail","May",32.04,-102.11,32.04,-102.11
"Hail","May",32.02,-102.37,32.02,-102.37
"Thunderstorm Wind","May",32.02,-102.37,32.02,-102.37
"Flash Flood","May",32.1886,-101.5426,32.3114,-101.5426
"Hail","May",31.79,-102.48,31.79,-102.48
"High Wind","May",NA,NA,NA,NA
"Hail","April",32.19,-96.15,32.19,-96.15
"Hail","April",31.64,-98.27,31.64,-98.27
"Hail","March",29.71,-98.33,29.71,-98.33
"Hail","March",29.7,-98.49,29.7,-98.49
"Hail","March",29.7,-98.45,29.7,-98.45
"Hail","March",29.76,-98.44,29.76,-98.44
"Hail","March",29.75,-98.37,29.75,-98.37
"Hail","March",29.68,-98.45,29.68,-98.45
"Hail","March",29.77,-98.25,29.77,-98.25
"Hail","March",29.75,-98.23,29.75,-98.23
"Flash Flood","May",32.27,-100.95,32.2,-100.95
"Hail","May",32.25,-101.48,32.25,-101.48
"Hail","March",29.81,-98.08,29.81,-98.08
"Hail","March",29.79,-98.07,29.79,-98.07
"Hail","March",29.85,-98.01,29.85,-98.01
"Hail","March",29.89,-97.92,29.89,-97.92
"Hail","March",29.89,-97.91,29.89,-97.91
"Hail","March",29.82,-98.1,29.82,-98.1
"Hail","March",30.18,-99.15,30.18,-99.15
"Hail","March",30.26,-98.88,30.26,-98.88
"Hail","May",32.89,-101.15,32.89,-101.15
"Flash Flood","May",32.3114,-101.5426,32.3114,-101.3974
"Hail","April",32.44,-96.23,32.44,-96.23
"Hail","March",28.71,-99.21,28.71,-99.21
"Hail","March",28.67,-99.17,28.67,-99.17
"Hail","March",28.82,-98.7,28.82,-98.7
"Hail","March",28.75,-98.3,28.75,-98.3
"Hail","March",30.31,-98.85,30.31,-98.85
"Hail","March",30.55,-97.84,30.55,-97.84
"Hail","March",30.38,-98.6,30.38,-98.6
"Hail","March",30.31,-98.41,30.31,-98.41
"Drought","May",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Hail","May",32.07,-99.42,32.07,-99.42
"Hail","May",31.69,-98.93,31.69,-98.93
"Hail","May",31.86,-99.03,31.86,-99.03
"Hail","May",31.16,-98.81,31.16,-98.81
"Thunderstorm Wind","May",31.41,-99.65,31.41,-99.65
"Thunderstorm Wind","May",32.01,-99.31,32.01,-99.31
"Thunderstorm Wind","May",31.85,-99.11,31.85,-99.11
"Hail","April",31.41,-98.18,31.41,-98.18
"Hail","April",31.41,-96.28,31.41,-96.28
"Hail","April",31.38,-96.27,31.38,-96.27
"Hail","May",33.08,-99.25,33.08,-99.25
"Hail","May",33.19,-99.9,33.19,-99.9
"Hail","May",31.92,-99.02,31.92,-99.02
"Hail","May",32.61,-99.66,32.61,-99.66
"Hail","May",31.84,-98.93,31.84,-98.93
"Hail","May",31.71,-98.99,31.71,-98.99
"Hail","May",31.82,-98.79,31.82,-98.79
"Hail","May",31.77,-98.95,31.77,-98.95
"Hail","May",31.59,-99.05,31.59,-99.05
"Hail","May",31.59,-99.06,31.59,-99.06
"Hail","May",31.78,-98.86,31.78,-98.86
"Hail","May",33.18,-99.89,33.18,-99.89
"Hail","May",31.66,-99.15,31.66,-99.15
"Hail","April",31.14,-97.33,31.14,-97.33
"Hail","April",33.38,-96.24,33.38,-96.24
"Hail","May",31.84,-99.57,31.84,-99.57
"Hail","May",31.82,-99.1,31.82,-99.1
"Hail","May",31.82,-99.05,31.82,-99.05
"Hail","May",31.74,-98.99,31.74,-98.99
"Hail","May",31.64,-99.04,31.64,-99.04
"Hail","May",31.82,-98.79,31.82,-98.79
"Hail","May",31.93,-99.5,31.93,-99.5
"Hail","May",32.37,-99.19,32.37,-99.19
"Flash Flood","May",31.55,-99.12,31.5499,-99.1201
"Hail","May",31.84,-99.58,31.84,-99.58
"Hail","May",31.99,-99.57,31.99,-99.57
"Hail","May",31.74,-99.95,31.74,-99.95
"Hail","May",31.74,-99.94,31.74,-99.94
"Thunderstorm Wind","March",29.53,-98.61,29.53,-98.61
"Thunderstorm Wind","March",29.49,-98.61,29.49,-98.61
"Thunderstorm Wind","March",30.19,-97.67,30.19,-97.67
"Thunderstorm Wind","March",29.44,-98.88,29.44,-98.88
"Thunderstorm Wind","March",29.53,-98.47,29.53,-98.47
"Thunderstorm Wind","March",29.38,-98.58,29.38,-98.58
"Thunderstorm Wind","March",29.55,-98.56,29.55,-98.56
"Thunderstorm Wind","March",29.7,-98.04,29.7,-98.04
"Drought","March",NA,NA,NA,NA
"Drought","March",NA,NA,NA,NA
"Drought","March",NA,NA,NA,NA
"Drought","March",NA,NA,NA,NA
"Drought","March",NA,NA,NA,NA
"Drought","March",NA,NA,NA,NA
"Drought","March",NA,NA,NA,NA
"Drought","March",NA,NA,NA,NA
"Hail","May",31.84,-99.17,31.84,-99.17
"Hail","May",32.97,-99.8,32.97,-99.8
"Hail","May",32.68,-100.38,32.68,-100.38
"Hail","May",31.83,-99.59,31.83,-99.59
"Hail","May",32.56,-100.4,32.56,-100.4
"Hail","May",31.97,-98.63,31.97,-98.63
"Thunderstorm Wind","May",33.22,-98.16,33.22,-98.16
"Thunderstorm Wind","May",32.0611,-95.522,32.0455,-95.4947
"Thunderstorm Wind","May",31.9251,-98.5997,31.9251,-98.5997
"Thunderstorm Wind","May",32.45,-97.82,32.45,-97.82
"Thunderstorm Wind","May",32.08,-97.75,32.08,-97.75
"Thunderstorm Wind","May",32.45,-97.53,32.45,-97.53
"Hail","May",32.31,-98.71,32.31,-98.71
"Hail","May",32.8,-98.14,32.8,-98.14
"Hail","May",33.3154,-97.9024,33.3154,-97.9024
"Hail","May",32.8,-98.14,32.8,-98.14
"Hail","May",32.79,-98.16,32.79,-98.16
"Hail","May",32.81,-98.06,32.81,-98.06
"Drought","May",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Hail","March",29.44,-98.71,29.44,-98.71
"Hail","March",29.39,-98.61,29.39,-98.61
"Hail","March",29.38,-98.44,29.38,-98.44
"Thunderstorm Wind","March",29.56,-98.65,29.56,-98.65
"Hail","March",29.46,-98.44,29.46,-98.44
"Thunderstorm Wind","March",29.65,-97.75,29.65,-97.75
"Thunderstorm Wind","March",29.46,-98.36,29.46,-98.36
"Hail","March",29.51,-98.31,29.51,-98.31
"Thunderstorm Wind","March",28.82,-97.85,28.82,-97.85
"Hail","May",31.99,-99.62,31.99,-99.62
"Hail","May",32.95,-99.8,32.95,-99.8
"Hail","May",32.82,-100.39,32.82,-100.39
"Hail","May",33.32,-99.84,33.32,-99.84
"Hail","May",31.88,-99.27,31.88,-99.27
"Hail","March",28.45,-99.25,28.45,-99.25
"Drought","March",NA,NA,NA,NA
"Drought","March",NA,NA,NA,NA
"Drought","March",NA,NA,NA,NA
"Drought","March",NA,NA,NA,NA
"Thunderstorm Wind","May",32.35,-97.4,32.35,-97.4
"Thunderstorm Wind","May",32.24,-97.39,32.24,-97.39
"Hail","May",32.84,-96.96,32.84,-96.96
"Hail","May",33.26,-98.27,33.26,-98.27
"Hail","May",33.53,-97.88,33.53,-97.88
"Hail","May",33.312,-98.0418,33.312,-98.0418
"Hail","March",30.48,-98.16,30.48,-98.16
"Hail","March",30.15,-97.59,30.15,-97.59
"Hail","May",31.77,-99.86,31.77,-99.86
"Hail","May",33.26,-99.2,33.26,-99.2
"Hail","May",32.73,-99.3,32.73,-99.3
"Hail","May",31.86,-99.06,31.86,-99.06
"Hail","May",31.92,-99.02,31.92,-99.02
"Drought","March",NA,NA,NA,NA
"Drought","March",NA,NA,NA,NA
"Drought","March",NA,NA,NA,NA
"Drought","March",NA,NA,NA,NA
"Drought","March",NA,NA,NA,NA
"Drought","March",NA,NA,NA,NA
"Hail","March",30.07,-99.16,30.07,-99.16
"Thunderstorm Wind","March",30.22,-98.08,30.22,-98.08
"Thunderstorm Wind","March",30.76,-98.23,30.76,-98.23
"Thunderstorm Wind","March",30.22,-98.08,30.22,-98.08
"Thunderstorm Wind","March",30.68,-97.68,30.68,-97.68
"Hail","March",30.32,-97.96,30.32,-97.96
"Drought","March",NA,NA,NA,NA
"Thunderstorm Wind","May",33.18,-99.18,33.18,-99.18
"Thunderstorm Wind","May",31.8,-98.99,31.8,-98.99
"Thunderstorm Wind","May",31.79,-98.96,31.79,-98.96
"Hail","May",32.37,-99.1901,32.37,-99.1901
"Hail","May",32.75,-100.38,32.75,-100.38
"Drought","March",NA,NA,NA,NA
"Drought","March",NA,NA,NA,NA
"Drought","March",NA,NA,NA,NA
"Drought","March",NA,NA,NA,NA
"Drought","March",NA,NA,NA,NA
"Drought","March",NA,NA,NA,NA
"High Wind","March",NA,NA,NA,NA
"High Wind","March",NA,NA,NA,NA
"Drought","March",NA,NA,NA,NA
"Drought","March",NA,NA,NA,NA
"Drought","March",NA,NA,NA,NA
"Drought","March",NA,NA,NA,NA
"Drought","March",NA,NA,NA,NA
"Drought","March",NA,NA,NA,NA
"Drought","March",NA,NA,NA,NA
"Drought","March",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Hail","May",32.73,-99.3,32.73,-99.3
"Hail","May",31.9,-99.02,31.9,-99.02
"Drought","March",NA,NA,NA,NA
"Drought","March",NA,NA,NA,NA
"Drought","March",NA,NA,NA,NA
"High Wind","March",NA,NA,NA,NA
"High Wind","March",NA,NA,NA,NA
"High Wind","March",NA,NA,NA,NA
"High Wind","March",NA,NA,NA,NA
"High Wind","March",NA,NA,NA,NA
"High Wind","March",NA,NA,NA,NA
"High Wind","March",NA,NA,NA,NA
"High Wind","March",NA,NA,NA,NA
"High Wind","March",NA,NA,NA,NA
"High Wind","March",NA,NA,NA,NA
"High Wind","March",NA,NA,NA,NA
"High Wind","March",NA,NA,NA,NA
"High Wind","March",NA,NA,NA,NA
"High Wind","March",NA,NA,NA,NA
"High Wind","March",NA,NA,NA,NA
"High Wind","March",NA,NA,NA,NA
"High Wind","March",NA,NA,NA,NA
"High Wind","March",NA,NA,NA,NA
"High Wind","March",NA,NA,NA,NA
"High Wind","March",NA,NA,NA,NA
"High Wind","March",NA,NA,NA,NA
"High Wind","March",NA,NA,NA,NA
"High Wind","March",NA,NA,NA,NA
"High Wind","March",NA,NA,NA,NA
"High Wind","March",NA,NA,NA,NA
"High Wind","March",NA,NA,NA,NA
"High Wind","March",NA,NA,NA,NA
"High Wind","March",NA,NA,NA,NA
"Hail","March",28.8,-98.08,28.8,-98.08
"Hail","March",29.04,-97.35,29.04,-97.35
"Hail","March",29.02,-97.21,29.02,-97.21
"Hail","March",29.52,-98.66,29.52,-98.66
"Hail","March",29.63,-98.97,29.63,-98.97
"Hail","March",29.55,-98.6,29.55,-98.6
"Hail","March",29.72,-98.64,29.72,-98.64
"Hail","March",29.67,-98.63,29.67,-98.63
"Thunderstorm Wind","June",29.34,-98.47,29.34,-98.47
"Hail","June",29.56,-98.65,29.56,-98.65
"Hail","June",29.61,-98.61,29.61,-98.61
"Hail","June",30.25,-98.04,30.25,-98.04
"Hail","June",30.2,-98,30.2,-98
"Hail","June",30.25,-98.04,30.25,-98.04
"Thunderstorm Wind","June",30.02,-100.22,30.02,-100.22
"Hail","June",30.74,-98.95,30.74,-98.95
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Thunderstorm Wind","June",29.66,-103.18,29.66,-103.18
"Thunderstorm Wind","June",32.32,-102.52,32.32,-102.52
"Thunderstorm Wind","June",32.31,-102.01,32.31,-102.01
"Thunderstorm Wind","June",32.71,-101.94,32.71,-101.94
"Thunderstorm Wind","June",32.1,-101.63,32.1,-101.63
"Thunderstorm Wind","June",32.39,-100.82,32.39,-100.82
"Thunderstorm Wind","June",32.9,-101.2,32.9,-101.2
"Thunderstorm Wind","June",32.74,-102.64,32.74,-102.64
"Thunderstorm Wind","June",32.33,-102.53,32.33,-102.53
"Thunderstorm Wind","June",32.7,-100.95,32.7,-100.95
"Hail","June",30.79,-102.58,30.79,-102.58
"Thunderstorm Wind","June",31.46,-106.14,31.46,-106.14
"Hail","June",31.67,-106.29,31.67,-106.29
"Thunderstorm Wind","June",31.88,-106.58,31.88,-106.58
"Thunderstorm Wind","June",29.47,-94.62,29.47,-94.62
"Hail","April",32.84,-97.08,32.84,-97.08
"Hail","April",33.08,-96.71,33.08,-96.71
"Hail","April",31.11,-97.76,31.11,-97.76
"Hail","April",32.35,-97.43,32.35,-97.43
"Hail","April",32.4,-97.33,32.4,-97.33
"Hail","April",32.71,-97.07,32.71,-97.07
"Thunderstorm Wind","June",30.74,-98.95,30.74,-98.95
"Hail","June",30.63,-97.87,30.63,-97.87
"Thunderstorm Wind","June",30.36,-97.97,30.36,-97.97
"Hail","June",30.55,-97.84,30.55,-97.84
"Thunderstorm Wind","June",30.2,-97.66,30.2,-97.66
"Thunderstorm Wind","June",29.36,-100.78,29.36,-100.78
"Hail","June",29.76,-98.44,29.76,-98.44
"Hail","June",29.74,-98.44,29.74,-98.44
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Thunderstorm Wind","June",32.03,-102.35,32.03,-102.35
"Hail","June",31.02,-102.89,31.02,-102.89
"Hail","June",30.73,-102.52,30.73,-102.52
"Thunderstorm Wind","June",31.02,-102.89,31.02,-102.89
"Hail","June",32.01,-101.79,32.01,-101.79
"Flash Flood","June",32.7712,-102.5892,32.6688,-102.5892
"Flash Flood","June",32.8481,-102.6475,33.0119,-102.6476
"Hail","June",31.84,-106.33,31.84,-106.33
"Thunderstorm Wind","June",31.86,-106.49,31.86,-106.49
"Thunderstorm Wind","June",31.82,-106.44,31.82,-106.44
"Thunderstorm Wind","June",31.88,-106.58,31.88,-106.58
"Thunderstorm Wind","June",31.82,-106.44,31.82,-106.44
"Thunderstorm Wind","June",31.91,-106.44,31.91,-106.44
"Hail","April",32.72,-97.06,32.72,-97.06
"Flash Flood","May",28.0023,-97.0656,28.0213,-97.0524
"Flash Flood","May",28.6053,-96.6171,28.6259,-96.6299
"Hail","June",29.6,-98.34,29.6,-98.34
"Hail","June",29.66,-98.4,29.66,-98.4
"Hail","June",29.56,-98.32,29.56,-98.32
"Hail","June",29.63,-98.3,29.63,-98.3
"Hail","June",29.58,-98.37,29.58,-98.37
"Hail","June",29.59,-98.26,29.59,-98.26
"Hail","June",29.59,-98.31,29.59,-98.31
"Hail","June",29.59,-98.29,29.59,-98.29
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Hail","June",30.74,-102.53,30.74,-102.53
"Hail","June",30.63,-102.22,30.63,-102.22
"Hail","June",32.26,-102.78,32.26,-102.78
"Hail","June",30.58,-101.95,30.58,-101.95
"Flash Flood","June",32.3712,-102.4894,32.3712,-102.6106
"Flash Flood","June",32.3712,-102.4894,32.3712,-102.6106
"Flash Flood","June",32.3012,-101.4095,32.2223,-101.391
"Flash Flood","June",32.2777,-101.5491,32.3012,-101.4095
"Flash Flood","May",32.0388,-102.1904,32.0716,-101.9955
"Thunderstorm Wind","May",31.94,-102.19,31.94,-102.19
"Thunderstorm Wind","May",32.94,-102.57,32.94,-102.57
"Flash Flood","May",32.3507,-102.5863,32.3507,-102.5137
"Flash Flood","May",32.0388,-102.1904,32.0716,-101.9955
"Flash Flood","May",31.9607,-102.2362,31.9607,-102.1638
"Thunderstorm Wind","May",32.47,-101.43,32.47,-101.43
"Drought","May",NA,NA,NA,NA
"Drought","May",NA,NA,NA,NA
"Heat","September",NA,NA,NA,NA
"Heat","September",NA,NA,NA,NA
"Heat","September",NA,NA,NA,NA
"Heat","September",NA,NA,NA,NA
"Heat","September",NA,NA,NA,NA
"Hail","April",28.24,-97.31,28.24,-97.31
"Hail","April",27.3835,-98.41,27.3835,-98.41
"Hail","April",32.73,-97.4,32.73,-97.4
"Hail","April",30.76,-96.58,30.76,-96.58
"Hail","April",32.85,-97.19,32.85,-97.19
"Hail","April",32.95,-96.91,32.95,-96.91
"Hail","April",32.59,-97.1,32.59,-97.1
"Thunderstorm Wind","April",31.11,-97.42,31.11,-97.42
"Thunderstorm Wind","April",31.07,-97.83,31.07,-97.83
"Thunderstorm Wind","April",31.22,-97.51,31.22,-97.51
"Hail","April",31.05,-97.1,31.05,-97.1
"Thunderstorm Wind","June",30.26,-94.2,30.26,-94.2
"Hail","June",30.89,-98.47,30.89,-98.47
"Hail","June",30.81,-98.37,30.81,-98.37
"Hail","June",30.77,-98.32,30.77,-98.32
"Hail","June",30.78,-98.23,30.78,-98.23
"Hail","June",30.76,-98.23,30.76,-98.23
"Hail","June",30.76,-98.23,30.76,-98.23
"Hail","June",30.76,-98.22,30.76,-98.22
"Hail","June",30.31,-98.86,30.31,-98.86
"Hail","June",30.18,-99.01,30.18,-99.01
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Hail","June",30.52,-102.55,30.52,-102.55
"Hail","June",32.12,-102.45,32.12,-102.45
"Hail","June",30.68,-101.83,30.68,-101.83
"Hail","June",32.02,-102.37,32.02,-102.37
"Thunderstorm Wind","June",30.821,-102.58,30.821,-102.58
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Flash Flood","April",27.7174,-97.3701,27.7002,-97.3395
"Drought","June",NA,NA,NA,NA
"Hail","June",30.28,-98.93,30.28,-98.93
"Hail","June",30.28,-98.94,30.28,-98.94
"Hail","June",30.26,-98.94,30.26,-98.94
"Hail","June",30.86,-98.46,30.86,-98.46
"Hail","June",30.76,-98.25,30.76,-98.25
"Hail","June",30.59,-97.98,30.59,-97.98
"Hail","June",30.58,-97.93,30.58,-97.93
"Hail","June",30.62,-97.91,30.62,-97.91
"Hail","June",30.49,-97.84,30.49,-97.84
"Hail","June",30.41,-97.77,30.41,-97.77
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Thunderstorm Wind","June",32.72,-100.8484,32.72,-100.8484
"High Wind","June",NA,NA,NA,NA
"Thunderstorm Wind","June",30.75,-104.8,30.75,-104.8
"Hail","June",32.04,-102.12,32.04,-102.12
"Hail","June",32.01,-102.12,32.01,-102.12
"Hail","June",32.07,-102.18,32.07,-102.18
"Hail","June",32.01,-102.13,32.01,-102.13
"Thunderstorm Wind","June",32.673,-102.962,32.673,-102.962
"Thunderstorm Wind","May",30.47,-104.35,30.47,-104.35
"Hail","May",30.59,-103.87,30.59,-103.87
"Hail","May",30.67,-104.02,30.67,-104.02
"Hail","May",32.53,-101.89,32.53,-101.89
"Hail","April",31.1,-97.79,31.1,-97.79
"Hail","April",32.58,-96.29,32.58,-96.29
"Hail","April",32.9,-96.45,32.9,-96.45
